scenario,seed,detector,begin_s,end_s,mean_queue_veh,max_queue_veh,mean_halts
peak_retimed,2,w_queue,4200.0,4260.0,0.0,0.0,0.0
peak_retimed,2,n_queue,4260.0,4320.0,0.0,0.0,0.0
peak_retimed,2,s_queue,4260.0,4320.0,0.0,0.0,0.0
peak_retimed,2,e_queue,4260.0,4320.0,0.0,0.0,0.0
peak_retimed,2,w_queue,4260.0,4320.0,0.0,0.0,0.0
peak_retimed,2,n_queue,4320.0,4380.0,0.0,0.0,0.0
peak_retimed,2,s_queue,4320.0,4380.0,0.0,0.0,0.0
peak_retimed,2,e_queue,4320.0,4380.0,0.0,0.0,0.0
peak_retimed,2,w_queue,4320.0,4380.0,0.0,0.0,0.0
peak_retimed,2,n_queue,4380.0,4440.0,0.0,0.0,0.0
peak_retimed,2,s_queue,4380.0,4440.0,0.0,0.0,0.0
peak_retimed,2,e_queue,4380.0,4440.0,0.0,0.0,0.0
peak_retimed,2,w_queue,4380.0,4440.0,0.0,0.0,0.0
peak_retimed,2,n_queue,4440.0,4500.0,0.0,0.0,0.0
peak_retimed,2,s_queue,4440.0,4500.0,0.0,0.0,0.0
peak_retimed,2,e_queue,4440.0,4500.0,0.0,0.0,0.0
peak_retimed,2,w_queue,4440.0,4500.0,0.0,0.0,0.0
peak_retimed,3,n_queue,0.0,60.0,0.22,2.0,0.0
peak_retimed,3,s_queue,0.0,60.0,0.17,1.0,0.0
peak_retimed,3,e_queue,0.0,60.0,0.12,1.0,0.0
peak_retimed,3,w_queue,0.0,60.0,0.13,1.0,0.0
peak_retimed,3,n_queue,60.0,120.0,0.55,3.0,0.0
peak_retimed,3,s_queue,60.0,120.0,0.33,2.0,0.0
peak_retimed,3,e_queue,60.0,120.0,1.65,4.0,0.0
peak_retimed,3,w_queue,60.0,120.0,1.68,3.0,0.0
peak_retimed,3,n_queue,120.0,180.0,0.78,4.0,0.0
peak_retimed,3,s_queue,120.0,180.0,0.57,2.0,0.0
peak_retimed,3,e_queue,120.0,180.0,1.38,3.0,0.0
peak_retimed,3,w_queue,120.0,180.0,1.2,3.0,0.0
peak_retimed,3,n_queue,180.0,240.0,1.57,5.0,0.0
peak_retimed,3,s_queue,180.0,240.0,0.5,3.0,0.0
peak_retimed,3,e_queue,180.0,240.0,1.28,4.0,0.0
peak_retimed,3,w_queue,180.0,240.0,1.08,3.0,0.0
peak_retimed,3,n_queue,240.0,300.0,0.85,4.0,0.0
peak_retimed,3,s_queue,240.0,300.0,0.57,2.0,0.0
peak_retimed,3,e_queue,240.0,300.0,1.25,4.0,0.0
peak_retimed,3,w_queue,240.0,300.0,1.02,3.0,0.0
peak_retimed,3,n_queue,300.0,360.0,1.32,5.0,0.0
peak_retimed,3,s_queue,300.0,360.0,0.3,2.0,0.0
peak_retimed,3,e_queue,300.0,360.0,1.57,4.0,0.0
peak_retimed,3,w_queue,300.0,360.0,1.32,3.0,0.0
peak_retimed,3,n_queue,360.0,420.0,0.7,4.0,0.0
peak_retimed,3,s_queue,360.0,420.0,0.47,2.0,0.0
peak_retimed,3,e_queue,360.0,420.0,1.83,4.0,0.0
peak_retimed,3,w_queue,360.0,420.0,1.63,4.0,0.0
peak_retimed,3,n_queue,420.0,480.0,0.43,3.0,0.0
peak_retimed,3,s_queue,420.0,480.0,0.22,2.0,0.0
peak_retimed,3,e_queue,420.0,480.0,2.02,4.0,0.0
peak_retimed,3,w_queue,420.0,480.0,1.35,3.0,0.0
peak_retimed,3,n_queue,480.0,540.0,0.58,3.0,0.0
peak_retimed,3,s_queue,480.0,540.0,0.37,2.0,0.0
peak_retimed,3,e_queue,480.0,540.0,2.02,4.0,0.0
peak_retimed,3,w_queue,480.0,540.0,1.53,3.0,0.0
peak_retimed,3,n_queue,540.0,600.0,0.83,3.0,0.0
peak_retimed,3,s_queue,540.0,600.0,0.52,2.0,0.0
peak_retimed,3,e_queue,540.0,600.0,1.4,3.0,0.0
peak_retimed,3,w_queue,540.0,600.0,1.37,3.0,0.0
peak_retimed,3,n_queue,600.0,660.0,1.37,5.0,0.0
peak_retimed,3,s_queue,600.0,660.0,0.4,2.0,0.0
peak_retimed,3,e_queue,600.0,660.0,1.32,4.0,0.0
peak_retimed,3,w_queue,600.0,660.0,1.23,4.0,0.0
peak_retimed,3,n_queue,660.0,720.0,1.07,4.0,0.0
peak_retimed,3,s_queue,660.0,720.0,0.55,2.0,0.0
peak_retimed,3,e_queue,660.0,720.0,1.5,3.0,0.0
peak_retimed,3,w_queue,660.0,720.0,1.35,3.0,0.0
peak_retimed,3,n_queue,720.0,780.0,1.28,5.0,0.0
peak_retimed,3,s_queue,720.0,780.0,0.23,1.0,0.0
peak_retimed,3,e_queue,720.0,780.0,1.8,4.0,0.0
peak_retimed,3,w_queue,720.0,780.0,1.3,4.0,0.0
peak_retimed,3,n_queue,780.0,840.0,0.8,4.0,0.0
peak_retimed,3,s_queue,780.0,840.0,0.33,2.0,0.0
peak_retimed,3,e_queue,780.0,840.0,1.85,4.0,0.0
peak_retimed,3,w_queue,780.0,840.0,1.32,3.0,0.0
peak_retimed,3,n_queue,840.0,900.0,0.52,3.0,0.0
peak_retimed,3,s_queue,840.0,900.0,0.1,2.0,0.0
peak_retimed,3,e_queue,840.0,900.0,1.63,4.0,0.0
peak_retimed,3,w_queue,840.0,900.0,1.7,3.0,0.0
peak_retimed,3,n_queue,900.0,960.0,0.83,4.0,0.0
peak_retimed,3,s_queue,900.0,960.0,0.42,2.0,0.0
peak_retimed,3,e_queue,900.0,960.0,1.9,4.0,0.0
peak_retimed,3,w_queue,900.0,960.0,1.37,3.0,0.0
peak_retimed,3,n_queue,960.0,1020.0,1.12,4.0,0.0
peak_retimed,3,s_queue,960.0,1020.0,0.55,2.0,0.0
peak_retimed,3,e_queue,960.0,1020.0,1.45,4.0,0.0
peak_retimed,3,w_queue,960.0,1020.0,1.6,4.0,0.0
peak_retimed,3,n_queue,1020.0,1080.0,1.38,5.0,0.0
peak_retimed,3,s_queue,1020.0,1080.0,0.63,2.0,0.0
peak_retimed,3,e_queue,1020.0,1080.0,1.62,4.0,0.0
peak_retimed,3,w_queue,1020.0,1080.0,1.65,4.0,0.0
peak_retimed,3,n_queue,1080.0,1140.0,1.08,4.0,0.0
peak_retimed,3,s_queue,1080.0,1140.0,0.65,3.0,0.0
peak_retimed,3,e_queue,1080.0,1140.0,1.88,5.0,0.0
peak_retimed,3,w_queue,1080.0,1140.0,1.7,4.0,0.0
peak_retimed,3,n_queue,1140.0,1200.0,1.33,4.0,0.0
peak_retimed,3,s_queue,1140.0,1200.0,0.92,3.0,0.0
peak_retimed,3,e_queue,1140.0,1200.0,1.88,4.0,0.0
peak_retimed,3,w_queue,1140.0,1200.0,1.68,4.0,0.0
peak_retimed,3,n_queue,1200.0,1260.0,0.95,4.0,0.0
peak_retimed,3,s_queue,1200.0,1260.0,0.52,3.0,0.0
peak_retimed,3,e_queue,1200.0,1260.0,2.3,5.0,0.0
peak_retimed,3,w_queue,1200.0,1260.0,1.68,4.0,0.0
peak_retimed,3,n_queue,1260.0,1320.0,0.52,4.0,0.0
peak_retimed,3,s_queue,1260.0,1320.0,0.45,2.0,0.0
peak_retimed,3,e_queue,1260.0,1320.0,2.6,5.0,0.0
peak_retimed,3,w_queue,1260.0,1320.0,2.3,4.0,0.0
peak_retimed,3,n_queue,1320.0,1380.0,0.72,4.0,0.0
peak_retimed,3,s_queue,1320.0,1380.0,0.57,3.0,0.0
peak_retimed,3,e_queue,1320.0,1380.0,1.9,4.0,0.0
peak_retimed,3,w_queue,1320.0,1380.0,1.8,4.0,0.0
peak_retimed,3,n_queue,1380.0,1440.0,0.82,3.0,0.0
peak_retimed,3,s_queue,1380.0,1440.0,0.67,3.0,0.0
peak_retimed,3,e_queue,1380.0,1440.0,1.48,4.0,0.0
peak_retimed,3,w_queue,1380.0,1440.0,1.3,3.0,0.0
peak_retimed,3,n_queue,1440.0,1500.0,1.33,5.0,0.0
peak_retimed,3,s_queue,1440.0,1500.0,0.72,3.0,0.0
peak_retimed,3,e_queue,1440.0,1500.0,1.8,4.0,0.0
peak_retimed,3,w_queue,1440.0,1500.0,1.35,4.0,0.0
peak_retimed,3,n_queue,1500.0,1560.0,1.1,4.0,0.0
peak_retimed,3,s_queue,1500.0,1560.0,0.65,2.0,0.0
peak_retimed,3,e_queue,1500.0,1560.0,1.95,5.0,0.0
peak_retimed,3,w_queue,1500.0,1560.0,1.63,4.0,0.0
peak_retimed,3,n_queue,1560.0,1620.0,1.23,4.0,0.0
peak_retimed,3,s_queue,1560.0,1620.0,0.7,3.0,0.0
peak_retimed,3,e_queue,1560.0,1620.0,1.98,4.0,0.0
peak_retimed,3,w_queue,1560.0,1620.0,1.5,4.0,0.0
peak_retimed,3,n_queue,1620.0,1680.0,0.73,3.0,0.0
peak_retimed,3,s_queue,1620.0,1680.0,0.48,2.0,0.0
peak_retimed,3,e_queue,1620.0,1680.0,2.28,4.0,0.0
peak_retimed,3,w_queue,1620.0,1680.0,1.6,4.0,0.0
peak_retimed,3,n_queue,1680.0,1740.0,0.43,2.0,0.0
peak_retimed,3,s_queue,1680.0,1740.0,0.13,1.0,0.0
peak_retimed,3,e_queue,1680.0,1740.0,1.95,4.0,0.0
peak_retimed,3,w_queue,1680.0,1740.0,2.12,4.0,0.0
peak_retimed,3,n_queue,1740.0,1800.0,0.9,4.0,0.0
peak_retimed,3,s_queue,1740.0,1800.0,0.35,2.0,0.0
peak_retimed,3,e_queue,1740.0,1800.0,1.92,4.0,0.0
peak_retimed,3,w_queue,1740.0,1800.0,2.0,4.0,0.0
peak_retimed,3,n_queue,1800.0,1860.0,1.12,5.0,0.0
peak_retimed,3,s_queue,1800.0,1860.0,0.38,2.0,0.0
peak_retimed,3,e_queue,1800.0,1860.0,1.28,4.0,0.0
peak_retimed,3,w_queue,1800.0,1860.0,1.32,4.0,0.0
peak_retimed,3,n_queue,1860.0,1920.0,1.68,6.0,0.0
peak_retimed,3,s_queue,1860.0,1920.0,0.8,3.0,0.0
peak_retimed,3,e_queue,1860.0,1920.0,1.7,5.0,0.0
peak_retimed,3,w_queue,1860.0,1920.0,1.48,4.0,0.0
peak_retimed,3,n_queue,1920.0,1980.0,1.3,5.0,0.0
peak_retimed,3,s_queue,1920.0,1980.0,0.6,3.0,0.0
peak_retimed,3,e_queue,1920.0,1980.0,2.17,5.0,0.0
peak_retimed,3,w_queue,1920.0,1980.0,1.8,5.0,0.0
peak_retimed,3,n_queue,1980.0,2040.0,1.2,5.0,0.0
peak_retimed,3,s_queue,1980.0,2040.0,0.57,2.0,0.0
peak_retimed,3,e_queue,1980.0,2040.0,2.37,6.0,0.0
peak_retimed,3,w_queue,1980.0,2040.0,1.95,5.0,0.0
peak_retimed,3,n_queue,2040.0,2100.0,1.1,5.0,0.0
peak_retimed,3,s_queue,2040.0,2100.0,0.67,3.0,0.0
peak_retimed,3,e_queue,2040.0,2100.0,2.13,5.0,0.0
peak_retimed,3,w_queue,2040.0,2100.0,2.17,5.0,0.0
peak_retimed,3,n_queue,2100.0,2160.0,0.87,4.0,0.0
peak_retimed,3,s_queue,2100.0,2160.0,0.2,2.0,0.0
peak_retimed,3,e_queue,2100.0,2160.0,2.5,5.0,0.0
peak_retimed,3,w_queue,2100.0,2160.0,1.95,4.0,0.0
peak_retimed,3,n_queue,2160.0,2220.0,1.28,6.0,0.0
peak_retimed,3,s_queue,2160.0,2220.0,0.43,2.0,0.0
peak_retimed,3,e_queue,2160.0,2220.0,2.42,5.0,0.0
peak_retimed,3,w_queue,2160.0,2220.0,1.92,5.0,0.0
peak_retimed,3,n_queue,2220.0,2280.0,1.22,4.0,0.0
peak_retimed,3,s_queue,2220.0,2280.0,0.72,3.0,0.0
peak_retimed,3,e_queue,2220.0,2280.0,2.07,4.0,0.0
peak_retimed,3,w_queue,2220.0,2280.0,1.48,4.0,0.0
peak_retimed,3,n_queue,2280.0,2340.0,1.87,6.0,0.0
peak_retimed,3,s_queue,2280.0,2340.0,0.6,2.0,0.0
peak_retimed,3,e_queue,2280.0,2340.0,1.95,5.0,0.0
peak_retimed,3,w_queue,2280.0,2340.0,1.63,4.0,0.0
peak_retimed,3,n_queue,2340.0,2400.0,1.48,5.0,0.0
peak_retimed,3,s_queue,2340.0,2400.0,0.78,3.0,0.0
peak_retimed,3,e_queue,2340.0,2400.0,2.03,5.0,0.0
peak_retimed,3,w_queue,2340.0,2400.0,1.65,5.0,0.0
peak_retimed,3,n_queue,2400.0,2460.0,1.53,5.0,0.0
peak_retimed,3,s_queue,2400.0,2460.0,0.67,3.0,0.0
peak_retimed,3,e_queue,2400.0,2460.0,1.98,5.0,0.0
peak_retimed,3,w_queue,2400.0,2460.0,1.98,5.0,0.0
peak_retimed,3,n_queue,2460.0,2520.0,1.13,5.0,0.0
peak_retimed,3,s_queue,2460.0,2520.0,0.55,3.0,0.0
peak_retimed,3,e_queue,2460.0,2520.0,2.15,4.0,0.0
peak_retimed,3,w_queue,2460.0,2520.0,2.25,5.0,0.0
peak_retimed,3,n_queue,2520.0,2580.0,0.58,4.0,0.0
peak_retimed,3,s_queue,2520.0,2580.0,0.32,2.0,0.0
peak_retimed,3,e_queue,2520.0,2580.0,1.77,4.0,0.0
peak_retimed,3,w_queue,2520.0,2580.0,2.42,5.0,0.0
peak_retimed,3,n_queue,2580.0,2640.0,0.68,4.0,0.0
peak_retimed,3,s_queue,2580.0,2640.0,0.43,3.0,0.0
peak_retimed,3,e_queue,2580.0,2640.0,2.4,5.0,0.0
peak_retimed,3,w_queue,2580.0,2640.0,2.08,5.0,0.0
peak_retimed,3,n_queue,2640.0,2700.0,1.22,4.0,0.0
peak_retimed,3,s_queue,2640.0,2700.0,0.65,3.0,0.0
peak_retimed,3,e_queue,2640.0,2700.0,1.53,4.0,0.0
peak_retimed,3,w_queue,2640.0,2700.0,1.72,4.0,0.0
peak_retimed,3,n_queue,2700.0,2760.0,1.37,5.0,0.0
peak_retimed,3,s_queue,2700.0,2760.0,0.78,3.0,0.0
peak_retimed,3,e_queue,2700.0,2760.0,1.63,5.0,0.0
peak_retimed,3,w_queue,2700.0,2760.0,1.87,5.0,0.0
peak_retimed,3,n_queue,2760.0,2820.0,1.52,6.0,0.0
peak_retimed,3,s_queue,2760.0,2820.0,0.87,3.0,0.0
peak_retimed,3,e_queue,2760.0,2820.0,1.97,5.0,0.0
peak_retimed,3,w_queue,2760.0,2820.0,1.92,5.0,0.0
peak_retimed,3,n_queue,2820.0,2880.0,1.45,5.0,0.0
peak_retimed,3,s_queue,2820.0,2880.0,0.68,2.0,0.0
peak_retimed,3,e_queue,2820.0,2880.0,2.07,5.0,0.0
peak_retimed,3,w_queue,2820.0,2880.0,1.93,4.0,0.0
peak_retimed,3,n_queue,2880.0,2940.0,1.02,4.0,0.0
peak_retimed,3,s_queue,2880.0,2940.0,0.88,3.0,0.0
peak_retimed,3,e_queue,2880.0,2940.0,2.25,5.0,0.0
peak_retimed,3,w_queue,2880.0,2940.0,1.97,4.0,0.0
peak_retimed,3,n_queue,2940.0,3000.0,0.58,4.0,0.0
peak_retimed,3,s_queue,2940.0,3000.0,0.28,2.0,0.0
peak_retimed,3,e_queue,2940.0,3000.0,2.35,5.0,0.0
peak_retimed,3,w_queue,2940.0,3000.0,1.92,4.0,0.0
peak_retimed,3,n_queue,3000.0,3060.0,0.68,3.0,0.0
peak_retimed,3,s_queue,3000.0,3060.0,0.43,3.0,0.0
peak_retimed,3,e_queue,3000.0,3060.0,2.25,5.0,0.0
peak_retimed,3,w_queue,3000.0,3060.0,1.85,4.0,0.0
peak_retimed,3,n_queue,3060.0,3120.0,1.1,4.0,0.0
peak_retimed,3,s_queue,3060.0,3120.0,0.47,3.0,0.0
peak_retimed,3,e_queue,3060.0,3120.0,1.67,4.0,0.0
peak_retimed,3,w_queue,3060.0,3120.0,1.18,3.0,0.0
peak_retimed,3,n_queue,3120.0,3180.0,1.03,4.0,0.0
peak_retimed,3,s_queue,3120.0,3180.0,0.7,3.0,0.0
peak_retimed,3,e_queue,3120.0,3180.0,1.57,5.0,0.0
peak_retimed,3,w_queue,3120.0,3180.0,1.35,3.0,0.0
peak_retimed,3,n_queue,3180.0,3240.0,1.03,4.0,0.0
peak_retimed,3,s_queue,3180.0,3240.0,0.9,3.0,0.0
peak_retimed,3,e_queue,3180.0,3240.0,1.92,5.0,0.0
peak_retimed,3,w_queue,3180.0,3240.0,1.82,4.0,0.0
peak_retimed,3,n_queue,3240.0,3300.0,1.08,4.0,0.0
peak_retimed,3,s_queue,3240.0,3300.0,0.48,2.0,0.0
peak_retimed,3,e_queue,3240.0,3300.0,1.78,4.0,0.0
peak_retimed,3,w_queue,3240.0,3300.0,1.83,4.0,0.0
peak_retimed,3,n_queue,3300.0,3360.0,1.23,5.0,0.0
peak_retimed,3,s_queue,3300.0,3360.0,0.62,3.0,0.0
peak_retimed,3,e_queue,3300.0,3360.0,2.05,5.0,0.0
peak_retimed,3,w_queue,3300.0,3360.0,1.92,4.0,0.0
peak_retimed,3,n_queue,3360.0,3420.0,0.48,4.0,0.0
peak_retimed,3,s_queue,3360.0,3420.0,0.33,2.0,0.0
peak_retimed,3,e_queue,3360.0,3420.0,2.72,5.0,0.0
peak_retimed,3,w_queue,3360.0,3420.0,2.28,5.0,0.0
peak_retimed,3,n_queue,3420.0,3480.0,0.95,5.0,0.0
peak_retimed,3,s_queue,3420.0,3480.0,0.42,2.0,0.0
peak_retimed,3,e_queue,3420.0,3480.0,2.22,5.0,0.0
peak_retimed,3,w_queue,3420.0,3480.0,1.8,4.0,0.0
peak_retimed,3,n_queue,3480.0,3540.0,1.37,5.0,0.0
peak_retimed,3,s_queue,3480.0,3540.0,0.68,3.0,0.0
peak_retimed,3,e_queue,3480.0,3540.0,1.47,4.0,0.0
peak_retimed,3,w_queue,3480.0,3540.0,1.48,4.0,0.0
peak_retimed,3,n_queue,3540.0,3600.0,1.22,5.0,0.0
peak_retimed,3,s_queue,3540.0,3600.0,0.77,3.0,0.0
peak_retimed,3,e_queue,3540.0,3600.0,1.9,4.0,0.0
peak_retimed,3,w_queue,3540.0,3600.0,1.62,5.0,0.0
peak_retimed,3,n_queue,3600.0,3660.0,0.92,4.0,0.0
peak_retimed,3,s_queue,3600.0,3660.0,0.7,3.0,0.0
peak_retimed,3,e_queue,3600.0,3660.0,1.53,5.0,0.0
peak_retimed,3,w_queue,3600.0,3660.0,1.27,4.0,0.0
peak_retimed,3,n_queue,3660.0,3720.0,0.0,0.0,0.0
peak_retimed,3,s_queue,3660.0,3720.0,0.0,0.0,0.0
peak_retimed,3,e_queue,3660.0,3720.0,0.0,0.0,0.0
peak_retimed,3,w_queue,3660.0,3720.0,0.0,0.0,0.0
peak_retimed,3,n_queue,3720.0,3780.0,0.0,0.0,0.0
peak_retimed,3,s_queue,3720.0,3780.0,0.0,0.0,0.0
peak_retimed,3,e_queue,3720.0,3780.0,0.0,0.0,0.0
peak_retimed,3,w_queue,3720.0,3780.0,0.0,0.0,0.0
peak_retimed,3,n_queue,3780.0,3840.0,0.0,0.0,0.0
peak_retimed,3,s_queue,3780.0,3840.0,0.0,0.0,0.0
peak_retimed,3,e_queue,3780.0,3840.0,0.0,0.0,0.0
peak_retimed,3,w_queue,3780.0,3840.0,0.0,0.0,0.0
peak_retimed,3,n_queue,3840.0,3900.0,0.0,0.0,0.0
peak_retimed,3,s_queue,3840.0,3900.0,0.0,0.0,0.0
peak_retimed,3,e_queue,3840.0,3900.0,0.0,0.0,0.0
peak_retimed,3,w_queue,3840.0,3900.0,0.0,0.0,0.0
peak_retimed,3,n_queue,3900.0,3960.0,0.0,0.0,0.0
peak_retimed,3,s_queue,3900.0,3960.0,0.0,0.0,0.0
peak_retimed,3,e_queue,3900.0,3960.0,0.0,0.0,0.0
peak_retimed,3,w_queue,3900.0,3960.0,0.0,0.0,0.0
peak_retimed,3,n_queue,3960.0,4020.0,0.0,0.0,0.0
peak_retimed,3,s_queue,3960.0,4020.0,0.0,0.0,0.0
peak_retimed,3,e_queue,3960.0,4020.0,0.0,0.0,0.0
peak_retimed,3,w_queue,3960.0,4020.0,0.0,0.0,0.0
peak_retimed,3,n_queue,4020.0,4080.0,0.0,0.0,0.0
peak_retimed,3,s_queue,4020.0,4080.0,0.0,0.0,0.0
peak_retimed,3,e_queue,4020.0,4080.0,0.0,0.0,0.0
peak_retimed,3,w_queue,4020.0,4080.0,0.0,0.0,0.0
peak_retimed,3,n_queue,4080.0,4140.0,0.0,0.0,0.0
peak_retimed,3,s_queue,4080.0,4140.0,0.0,0.0,0.0
peak_retimed,3,e_queue,4080.0,4140.0,0.0,0.0,0.0
peak_retimed,3,w_queue,4080.0,4140.0,0.0,0.0,0.0
peak_retimed,3,n_queue,4140.0,4200.0,0.0,0.0,0.0
peak_retimed,3,s_queue,4140.0,4200.0,0.0,0.0,0.0
peak_retimed,3,e_queue,4140.0,4200.0,0.0,0.0,0.0
peak_retimed,3,w_queue,4140.0,4200.0,0.0,0.0,0.0
peak_retimed,3,n_queue,4200.0,4260.0,0.0,0.0,0.0
peak_retimed,3,s_queue,4200.0,4260.0,0.0,0.0,0.0
peak_retimed,3,e_queue,4200.0,4260.0,0.0,0.0,0.0
peak_retimed,3,w_queue,4200.0,4260.0,0.0,0.0,0.0
peak_retimed,3,n_queue,4260.0,4320.0,0.0,0.0,0.0
peak_retimed,3,s_queue,4260.0,4320.0,0.0,0.0,0.0
peak_retimed,3,e_queue,4260.0,4320.0,0.0,0.0,0.0
peak_retimed,3,w_queue,4260.0,4320.0,0.0,0.0,0.0
peak_retimed,3,n_queue,4320.0,4380.0,0.0,0.0,0.0
peak_retimed,3,s_queue,4320.0,4380.0,0.0,0.0,0.0
peak_retimed,3,e_queue,4320.0,4380.0,0.0,0.0,0.0
peak_retimed,3,w_queue,4320.0,4380.0,0.0,0.0,0.0
peak_retimed,3,n_queue,4380.0,4440.0,0.0,0.0,0.0
peak_retimed,3,s_queue,4380.0,4440.0,0.0,0.0,0.0
peak_retimed,3,e_queue,4380.0,4440.0,0.0,0.0,0.0
peak_retimed,3,w_queue,4380.0,4440.0,0.0,0.0,0.0
peak_retimed,3,n_queue,4440.0,4500.0,0.0,0.0,0.0
peak_retimed,3,s_queue,4440.0,4500.0,0.0,0.0,0.0
peak_retimed,3,e_queue,4440.0,4500.0,0.0,0.0,0.0
peak_retimed,3,w_queue,4440.0,4500.0,0.0,0.0,0.0
peak_retimed,4,n_queue,0.0,60.0,0.17,2.0,0.0
peak_retimed,4,s_queue,0.0,60.0,0.15,1.0,0.0
peak_retimed,4,e_queue,0.0,60.0,0.13,1.0,0.0
peak_retimed,4,w_queue,0.0,60.0,0.1,1.0,0.0
peak_retimed,4,n_queue,60.0,120.0,0.7,4.0,0.0
peak_retimed,4,s_queue,60.0,120.0,0.28,2.0,0.0
peak_retimed,4,e_queue,60.0,120.0,1.68,4.0,0.0
peak_retimed,4,w_queue,60.0,120.0,1.45,3.0,0.0
peak_retimed,4,n_queue,120.0,180.0,0.9,4.0,0.0
peak_retimed,4,s_queue,120.0,180.0,0.43,2.0,0.0
peak_retimed,4,e_queue,120.0,180.0,1.45,3.0,0.0
peak_retimed,4,w_queue,120.0,180.0,1.18,3.0,0.0
peak_retimed,4,n_queue,180.0,240.0,1.03,4.0,0.0
peak_retimed,4,s_queue,180.0,240.0,0.47,2.0,0.0
peak_retimed,4,e_queue,180.0,240.0,1.23,3.0,0.0
peak_retimed,4,w_queue,180.0,240.0,1.57,3.0,0.0
peak_retimed,4,n_queue,240.0,300.0,0.85,3.0,0.0
peak_retimed,4,s_queue,240.0,300.0,0.35,2.0,0.0
peak_retimed,4,e_queue,240.0,300.0,1.47,4.0,0.0
peak_retimed,4,w_queue,240.0,300.0,1.45,4.0,0.0
peak_retimed,4,n_queue,300.0,360.0,0.75,4.0,0.0
peak_retimed,4,s_queue,300.0,360.0,0.57,2.0,0.0
peak_retimed,4,e_queue,300.0,360.0,1.57,4.0,0.0
peak_retimed,4,w_queue,300.0,360.0,1.33,3.0,0.0
peak_retimed,4,n_queue,360.0,420.0,1.12,5.0,0.0
peak_retimed,4,s_queue,360.0,420.0,0.47,2.0,0.0
peak_retimed,4,e_queue,360.0,420.0,1.78,4.0,0.0
peak_retimed,4,w_queue,360.0,420.0,1.52,3.0,0.0
peak_retimed,4,n_queue,420.0,480.0,0.58,4.0,0.0
peak_retimed,4,s_queue,420.0,480.0,0.28,2.0,0.0
peak_retimed,4,e_queue,420.0,480.0,2.07,4.0,0.0
peak_retimed,4,w_queue,420.0,480.0,1.5,3.0,0.0
peak_retimed,4,n_queue,480.0,540.0,0.47,3.0,0.0
peak_retimed,4,s_queue,480.0,540.0,0.45,2.0,0.0
peak_retimed,4,e_queue,480.0,540.0,1.8,4.0,0.0
peak_retimed,4,w_queue,480.0,540.0,1.67,4.0,0.0
peak_retimed,4,n_queue,540.0,600.0,0.95,4.0,0.0
peak_retimed,4,s_queue,540.0,600.0,0.62,2.0,0.0
peak_retimed,4,e_queue,540.0,600.0,1.37,3.0,0.0
peak_retimed,4,w_queue,540.0,600.0,1.28,3.0,0.0
peak_retimed,4,n_queue,600.0,660.0,0.82,3.0,0.0
peak_retimed,4,s_queue,600.0,660.0,0.43,2.0,0.0
peak_retimed,4,e_queue,600.0,660.0,1.28,4.0,0.0
peak_retimed,4,w_queue,600.0,660.0,1.2,4.0,0.0
peak_retimed,4,n_queue,660.0,720.0,1.08,4.0,0.0
peak_retimed,4,s_queue,660.0,720.0,0.55,2.0,0.0
peak_retimed,4,e_queue,660.0,720.0,1.52,4.0,0.0
peak_retimed,4,w_queue,660.0,720.0,1.28,3.0,0.0
peak_retimed,4,n_queue,720.0,780.0,0.95,4.0,0.0
peak_retimed,4,s_queue,720.0,780.0,0.7,2.0,0.0
peak_retimed,4,e_queue,720.0,780.0,1.8,4.0,0.0
peak_retimed,4,w_queue,720.0,780.0,1.25,3.0,0.0
peak_retimed,4,n_queue,780.0,840.0,0.97,4.0,0.0
peak_retimed,4,s_queue,780.0,840.0,0.47,2.0,0.0
peak_retimed,4,e_queue,780.0,840.0,1.87,4.0,0.0
peak_retimed,4,w_queue,780.0,840.0,1.37,3.0,0.0
peak_retimed,4,n_queue,840.0,900.0,0.58,3.0,0.0
peak_retimed,4,s_queue,840.0,900.0,0.23,2.0,0.0
peak_retimed,4,e_queue,840.0,900.0,2.17,4.0,0.0
peak_retimed,4,w_queue,840.0,900.0,1.62,3.0,0.0
peak_retimed,4,n_queue,900.0,960.0,0.72,4.0,0.0
peak_retimed,4,s_queue,900.0,960.0,0.38,2.0,0.0
peak_retimed,4,e_queue,900.0,960.0,1.73,4.0,0.0
peak_retimed,4,w_queue,900.0,960.0,1.85,4.0,0.0
peak_retimed,4,n_queue,960.0,1020.0,1.4,5.0,0.0
peak_retimed,4,s_queue,960.0,1020.0,0.57,2.0,0.0
peak_retimed,4,e_queue,960.0,1020.0,1.52,4.0,0.0
peak_retimed,4,w_queue,960.0,1020.0,1.1,3.0,0.0
peak_retimed,4,n_queue,1020.0,1080.0,1.38,5.0,0.0
peak_retimed,4,s_queue,1020.0,1080.0,0.78,3.0,0.0
peak_retimed,4,e_queue,1020.0,1080.0,1.88,5.0,0.0
peak_retimed,4,w_queue,1020.0,1080.0,1.57,4.0,0.0
peak_retimed,4,n_queue,1080.0,1140.0,1.25,5.0,0.0
peak_retimed,4,s_queue,1080.0,1140.0,0.38,2.0,0.0
peak_retimed,4,e_queue,1080.0,1140.0,2.18,5.0,0.0
peak_retimed,4,w_queue,1080.0,1140.0,1.82,4.0,0.0
peak_retimed,4,n_queue,1140.0,1200.0,1.42,5.0,0.0
peak_retimed,4,s_queue,1140.0,1200.0,0.57,2.0,0.0
